ï»¿serial-number,part-number,name,temperature,rx-power,tx-power,current,voltage,power-on-time,ip-address,Label
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.8,393.9,6.58,3312.4,67539,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,584.3,391.4,6.57,3293.3,67540,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.2,392,6.59,3307.3,67542,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,582.3,390.4,6.57,3307.9,67543,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.7,393.4,6.57,3305.9,67544,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.4,391.3,6.56,3310.3,67546,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,577.3,393.2,6.58,3304.7,67548,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.8,392.5,6.58,3311.6,67549,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587.4,391.8,6.57,3304.7,67550,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.7,390,6.58,3298.5,67551,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.8,391.7,6.57,3312.1,67552,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.8,392.1,6.57,3307.8,67553,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.6,390.2,6.58,3299.7,67555,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,583.1,389.6,6.57,3299.3,67557,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,591.4,391.6,6.58,3305.4,67560,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,588,391.2,6.59,3303.5,67561,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584,390.3,6.57,3299.6,67563,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,588.9,388.7,6.58,3317.9,67564,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,587.1,389.5,6.58,3291.6,67565,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.6,389.7,6.56,3301.8,67570,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,563.2,391.5,6.58,3308.9,67572,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.2,390.5,6.56,3306.5,67573,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,580.5,389.8,6.59,3304.4,67574,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.9,390.9,6.56,3302.1,67575,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.3,388.6,6.58,3308.3,67576,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,577,389.1,6.57,3313.6,67578,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,580.7,389.3,6.58,3322,67580,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,576.5,389.4,6.57,3310.9,67583,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,584.4,386.3,6.57,3305.2,67584,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,591.2,389.2,6.56,3309.6,67586,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,588.5,386.2,6.57,3309.3,67587,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.8,386.7,6.58,3300.9,67588,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,590.2,387.8,6.56,3315.3,67589,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,592.1,386.6,6.58,3300.9,67590,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584,387.6,6.57,3297.3,67591,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,590,384.7,6.58,3304.8,67592,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,590.6,387,6.58,3304.2,67593,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587,385.2,6.56,3313.3,67594,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,591,384.9,6.58,3299.8,67595,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,581.6,387.4,6.57,3298.9,67597,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.1,386.8,6.56,3295.8,67598,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,586.7,388.4,6.57,3302.4,67599,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,586.1,388,6.57,3305.9,67600,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.3,388.1,6.57,3306.2,67602,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,591.5,385.5,6.58,3308.2,67604,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,587.7,384.3,6.56,3314.4,67605,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.8,384.8,6.58,3314.1,67606,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,591,383.1,6.58,3313.6,67607,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.7,386.4,6.57,3316.1,67608,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,584.5,385.8,6.59,3299.2,67610,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.9,384.4,6.58,3307.1,67611,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,580.4,385.9,6.57,3295.8,67612,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,590,383.4,6.56,3293.5,67613,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.5,386,6.56,3309.6,67617,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.9,385,6.57,3299.5,67619,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,578.6,385.4,6.57,3289.8,67620,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.8,386.5,6.57,3307.3,67622,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,588.4,383.2,6.57,3305.4,67622,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587.5,383.6,6.57,3304.8,67623,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,572.2,369.5,6.57,3295.7,69148,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,574.7,369.9,6.57,3291.8,69148,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.8,367.3,6.58,3296.6,69149,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.9,367.8,6.57,3304.6,69150,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,574.3,368.9,6.59,3303.7,69151,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,576.3,370.3,6.59,3278.1,69152,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,577.2,365.9,6.58,3319.3,69153,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,574.9,364.2,6.58,3303.6,69154,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,577.4,365.2,6.57,3300.1,69155,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,579.4,367.7,6.59,3289.8,69156,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578,365.7,6.58,3306.5,69157,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,584.3,364.8,6.57,3301.3,69157,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,570.6,364.4,6.59,3305.4,69158,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,574.6,367.4,6.57,3307,69159,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,576.2,366.7,6.59,3302.5,69161,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,573.3,367.1,6.59,3305.2,69162,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,576.7,363.2,6.58,3301.7,69163,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,573.8,366.8,6.58,3306.9,69164,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,574.7,359.7,6.58,3307.1,69165,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,579.1,362,6.58,3301.2,69166,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,586.2,366.9,6.58,3299.6,69167,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,584.9,367.5,6.57,3293.3,69167,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,583.6,368.1,6.59,3292.4,69169,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578.5,362.9,6.58,3295.1,69171,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,577.8,367.2,6.58,3302.5,69172,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,582,365.4,6.59,3296.8,69173,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,573.8,366.2,6.58,3296.1,69174,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,581.8,365.8,6.57,3309.7,69175,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,576.5,367.6,6.58,3308.9,69176,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,584.9,365,6.59,3306.5,69177,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,577,365.3,6.59,3299.5,69178,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.5,365.1,6.58,3294,69179,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,581.5,363.8,6.57,3295.8,69181,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,577.8,358.9,6.59,3290.4,69185,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,584.1,360.1,6.58,3317.4,69186,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,581.7,359.5,6.57,3303,69187,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,579.7,359.4,6.58,3310.9,69188,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,584.8,360.5,6.59,3301.4,69189,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,579.8,358,6.57,3305.9,69191,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.8,357.6,6.59,3287.9,69194,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,582.4,374,6.59,3297.4,69194,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,582,372.7,6.59,3295.2,69196,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,581,373,6.57,3299.8,69197,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,584.5,368.5,6.58,3309.8,69198,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,583.5,358.1,6.59,3306.8,69199,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,585.1,366,6.58,3318.9,69201,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,587.1,362.7,6.57,3317.7,69202,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,585.3,370.4,6.59,3313.6,69203,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,579.2,371.2,6.59,3289.7,69203,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,41,586,363.1,6.59,3292.6,69204,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,589,361.1,6.59,3310.3,69205,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,583.6,371.1,6.57,3293.6,69206,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,583.7,369.3,6.58,3311.8,69207,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,578.3,365.5,6.58,3290.8,69209,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,583.5,371.7,6.58,3299.8,69212,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,573.1,369.4,6.57,3301.1,69213,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,571.4,366.6,6.59,3288.7,69213,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,584.6,368.3,6.58,3305.9,69214,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,579.6,372.4,6.59,3297.2,69216,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,568.1,372,6.59,3301.3,69217,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,586,358.2,6.58,3304.3,69218,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,576.6,370.6,6.58,3308.6,69221,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,582.5,363.4,6.58,3301.8,69223,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,584.7,363.7,6.59,3308.4,69225,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,577,370,6.58,3299.2,69228,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,582,370.5,6.59,3306.2,69229,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,576.2,368.8,6.58,3309.3,69231,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,41,582.7,366.4,6.58,3308.8,69232,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,576.9,356.1,6.59,3299.4,69232,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582.3,370.8,6.58,3307,69235,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,40,570.3,362.4,6.59,3307.3,69236,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,576.2,360.6,6.59,3305,69237,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,581.3,369.1,6.59,3307.5,69240,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582.1,364.7,6.58,3298.9,69241,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.2,357.2,6.59,3289.6,69242,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,579.4,367,6.57,3286.4,69244,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,585.9,355.3,6.58,3315.1,69245,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,584.9,356.5,6.59,3301.5,69246,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,579.8,367.9,6.59,3301.6,69248,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,577.4,368.6,6.59,3300.6,69249,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,575.1,356.7,6.59,3300.6,69250,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,585.3,357.7,6.58,3294.2,69251,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,582.5,359.1,6.57,3292.4,69251,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578.6,354.5,6.57,3295.1,69252,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,41,582.7,363.3,6.58,3302.6,69254,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,584.9,355.5,6.58,3277.5,69256,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,41,579.2,362.2,6.59,3304.9,69259,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,576.4,361.8,6.58,3299.2,69260,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582.7,369.2,6.58,3305.9,69263,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,584.6,356.4,6.59,3312.2,69266,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,584,354.2,6.59,3302.6,69267,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,40,576.1,358.3,6.58,3310.6,69270,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.1,358.8,6.59,3276.8,69271,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,580.4,357.4,6.58,3307.2,69272,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,580.8,353.9,6.59,3318.6,69273,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578.6,353.7,6.57,3313.3,69274,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,578.6,368.7,6.58,3308.2,69278,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,582.3,360.7,6.59,3314.7,69280,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,579.2,355.7,6.59,3296.3,69281,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,578.7,363,6.58,3305.6,69283,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,581.9,354,6.58,3313.9,69284,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,579.6,351.8,6.58,3307.1,69285,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,577.7,361.3,6.59,3310.6,69287,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.5,353.3,6.58,3304,69288,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,582.7,353.2,6.58,3299.5,69291,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,40,573.7,357.1,6.59,3312.1,69292,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,577.4,356.3,6.58,3304.2,69293,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,583,360.3,6.58,3309,69296,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,585.6,354.9,6.58,3308.9,69302,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.1,355.4,6.58,3304,69304,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,577.2,364.5,6.59,3311.2,69305,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,583,361.4,6.59,3307.2,69306,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,581.5,352.3,6.58,3313.5,69308,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,579.9,352.7,6.58,3293.1,69309,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,582.8,351.7,6.58,3300.4,69310,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,41,578.8,355.1,6.57,3307.6,69313,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582.9,360.9,6.59,3316.1,69314,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,583,358.6,6.59,3309.5,69315,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,578.3,352,6.59,3299.1,69316,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,582.3,359.2,6.59,3298.3,69317,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,584.3,357.8,6.58,3309.5,69319,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,579.5,364.6,6.59,3296.7,69323,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,580.4,364,6.58,3304,69326,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,586.5,360.2,6.58,3302.6,69328,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,581.2,361.5,6.58,3306,69330,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,575.8,350.3,6.58,3289.9,69332,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,577,353.4,6.58,3312.1,69333,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,585.7,357.3,6.59,3298.7,69335,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,581.4,352.8,6.59,3288.2,69335,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,584.8,348.7,6.56,3296,69336,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578.1,354.4,6.59,3315.3,69337,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,578.5,353,6.58,3292.3,69341,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,583.3,349.2,6.58,3293.9,69342,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,585.6,359.3,6.58,3298.8,69345,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,580.1,360,6.59,3308,69350,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,580,349.4,6.58,3310,69354,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,575.4,351.5,6.57,3306.4,69354,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,575.7,349.9,6.58,3299.6,69355,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,583.5,350.4,6.58,3311.7,69358,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,578.6,349.1,6.58,3302,69359,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,583.1,349.3,6.59,3281.5,69363,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582,354.7,6.58,3303.5,69364,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,587.3,354.6,6.59,3297.5,69365,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,576.2,356.9,6.58,3300.1,69366,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,576.4,346.6,6.57,3290.7,69368,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,577.2,357.5,6.59,3299.6,69371,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,577.7,355.6,6.58,3316,69373,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,577.5,355.2,6.58,3299.4,69374,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,576.8,348.9,6.58,3300.2,69375,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,583.7,350.5,6.58,3293.3,69376,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,580.8,353.6,6.58,3300.8,69377,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580,351,6.57,3292.4,69378,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,582.3,355,6.58,3302.8,69380,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,585.3,356.6,6.58,3310.1,69381,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,578.6,358.7,6.59,3301.1,69381,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,580.4,354.8,6.59,3304.8,69383,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,581.8,358.5,6.58,3300,69386,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,572.6,359,6.59,3309,69388,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,581.6,346.5,6.58,3305.6,69397,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,579,352.5,6.59,3300.3,69400,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.3,346.2,6.58,3285.9,69403,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,43,579.5,350.6,6.58,3300.7,69409,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.7,349.5,6.58,3307.6,69413,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,587.9,352.6,6.58,3303.9,69414,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,42,585,348.3,6.57,3298.3,69415,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,580.6,346.9,6.59,3302.9,69416,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,576.6,353.8,6.59,3302.3,69417,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,578.1,350.1,6.59,3303.9,69418,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,581.5,343.6,6.58,3314.7,69420,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,38,581.4,357,6.58,3307.6,69423,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.6,345.6,6.58,3292.4,69424,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,581.4,346.3,6.57,3300.8,69425,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,45,572.4,347.1,6.59,3312.7,69431,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,577.1,351.2,6.59,3305.4,69433,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,580.1,346,6.58,3303.9,69434,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,39,574.5,353.1,6.58,3305.3,69438,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,576.8,345.8,6.59,3303.9,69439,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,44,579.1,344,6.59,3298.9,69442,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,37,577.5,356,6.59,3305.8,69445,10.22.15.119,Warning
