ï»¿serial-number,part-number,name,temperature,rx-power,tx-power,current,voltage,power-on-time,ip-address,Label
JAF41836000023F,P9H32A,fc/0/7,60,568,419.7,7.63,3337.6,36247,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,60,572.2,419.6,7.64,3358.5,36248,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,570.9,426.3,7.7,3348.8,36252,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,570.3,425.7,7.7,3338.1,36254,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,581.8,427.1,7.7,3340.8,36255,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,580.9,428.2,7.7,3344.4,36256,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,569.7,428.8,7.7,3323.1,36257,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,573,428.3,7.7,3350,36258,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,582.6,429,7.7,3348.2,36259,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,575.4,429.4,7.71,3342.7,36260,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,579,429.7,7.7,3340.7,36261,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,574.8,429.8,7.7,3349.3,36262,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,580.6,429.9,7.7,3349.2,36263,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,581,428.5,7.7,3339.8,36265,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,577.1,427.4,7.7,3351.2,36266,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,53,575.6,430.8,7.7,3345,36277,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,52,574.3,432.2,7.77,3352.1,36283,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,59,577.1,419.3,7.63,3337.4,36293,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,57,571.1,426,7.7,3341.3,36294,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,56,578.2,428.7,7.7,3345.5,36296,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,58,575.9,423.3,7.7,3350.4,36299,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,58,580.6,422,7.63,3355.6,36304,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,58,570,422.5,7.64,3365.7,36305,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,56,587.5,427.6,7.7,3343.1,36307,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,56,575,427.3,7.7,3355,36308,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,58,574.6,420.7,7.63,3340,36310,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,581.3,428.1,7.7,3342.9,36328,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,583.5,428,7.7,3339,36329,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,53,587.9,427.5,7.71,3338.4,36330,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,54,591.1,429.3,7.7,3348.4,36332,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,55,590.2,426.8,7.71,3338.6,36332,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,53,601,430.1,7.7,3339.6,36334,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,53,595.3,430.2,7.72,3309.3,36336,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,53,591.3,430.4,7.73,3349.4,36337,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,592.9,433.8,7.76,3344.5,36342,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,583.6,432.6,7.77,3341,36379,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,593.8,430.7,7.76,3342.7,36398,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,600.6,431,7.76,3351,36401,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,599.7,432.1,7.76,3346.4,36404,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,595.6,430.6,7.76,3337.5,36408,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,592,430.3,7.76,3342.1,36411,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,604.1,431.1,7.77,3343.2,36434,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,44,643.2,438.9,7.84,3347,36436,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,43,637.5,438.3,7.83,3335.4,36438,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,43,665.1,441.9,7.83,3353.6,36553,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,42,662.3,443.1,7.83,3349.2,36567,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,48,3.1,430,7.76,3321.5,36592,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,47,3.1,411.2,7.82,3335.8,36598,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,47,3.1,409.8,7.82,3326.2,36602,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,47,2,429.2,7.8,3334,36611,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,48,2.5,431.4,7.75,3333.3,36621,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,48,3,430.9,7.79,3338,36638,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,48,3.1,431.8,7.76,3328.2,36676,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,48,3.1,430.5,7.82,3316.1,36678,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.1,427.8,7.76,3334.4,36727,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3.4,425.8,7.76,3337.7,36730,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,3,427.2,7.76,3350.8,36733,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.5,427.9,7.76,3331.5,36734,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,0.2,428.6,7.76,3347,36750,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.1,426.5,7.76,3367.3,36755,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,51,3,427.7,7.76,3342.1,36756,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.8,426.4,7.76,3350.6,36762,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.7,425.9,7.77,3335.6,36766,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.6,425.2,7.76,3346,36772,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3,426.6,7.76,3345.7,36800,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.8,428.4,7.76,3345.8,36803,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.4,429.1,7.75,3345.2,36847,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3.7,428.9,7.75,3307.3,36871,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.8,426.7,7.75,3349.3,36877,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.8,426.2,7.76,3340.4,36892,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.7,429.5,7.76,3332.2,36908,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.2,425.1,7.76,3337.7,36917,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.8,424.1,7.75,3315.3,36953,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3.1,422.4,7.76,3310.6,36992,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.3,423,7.75,3351.8,37020,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.4,423.1,7.76,3344,37026,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.8,422.1,7.76,3347.5,37034,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.7,421.7,7.76,3348.9,37052,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,3,422.8,7.76,3336.4,37054,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.2,421.2,7.76,3353.3,37066,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.3,418.7,7.76,3330.6,37119,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3.1,419,7.76,3322.5,37131,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.7,418.8,7.75,3323.5,37144,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2,418.9,7.76,3351.3,37146,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.6,418.2,7.76,3346.4,37151,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,3.1,417.4,7.75,3305.1,37162,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3,417.6,7.75,3346.6,37167,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.4,418.1,7.76,3325.6,37178,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,3,416.9,7.76,3314,37188,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,1.1,418.5,7.76,3343.9,37190,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3,418.6,7.76,3312.5,37201,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.2,417.2,7.76,3353.8,37206,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,1.2,418,7.76,3345.7,37214,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.6,417.9,7.76,3348.3,37215,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,1.8,416.2,7.75,3342.4,37218,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.9,415.4,7.76,3326.8,37228,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,0.9,418.3,7.76,3353.5,37229,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.1,417.7,7.76,3321.4,37239,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.8,417.1,7.76,3353.1,37240,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,1.7,417,7.76,3332.4,37250,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,2.1,417.3,7.75,3315.3,37251,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,50,1.3,416.6,7.75,3343.9,37257,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,1.1,415.9,7.76,3357.3,37265,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,3.1,416.8,7.76,3319.3,37270,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2,417.8,7.76,3349.7,37275,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,0.5,414.9,7.76,3331.5,37277,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.8,413.4,7.76,3323.8,37280,172.17.101.190,PreWarning
JAF41836000023F,P9H32A,fc/0/7,49,2.6,415.6,7.76,3320.7,37282,172.17.101.190,PreWarning
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,627.4,6.84,3299,24134,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,634.4,6.84,3299,24135,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,618.2,6.84,3299,24136,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,620.5,6.84,3299,24137,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,622.8,6.84,3299,24138,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,625.1,6.84,3299,24141,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,629.7,6.84,3299,24144,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,632,6.84,3299,24162,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,639,6.84,3299,24202,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,641.3,6.84,3299,24203,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,636.7,6.84,3299,24207,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,31,6.1,643.6,6.84,3299,24290,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,33,6.1,615.9,6.84,3296.8,24446,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,32,6.1,613.6,6.84,3299,24571,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,34,6.1,611.3,6.86,3299,24616,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,34,6.1,609,6.86,3299,24626,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,34,6.1,606.7,6.86,3299,24738,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,30,6.1,645.9,6.83,3299,24827,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,33,6.1,604.4,6.86,3299,26006,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,33,6.1,602.1,6.84,3299,26018,172.17.101.121,Normal
MAA12043C002815S,57-1000495-01,fc/6/8,33,6.1,599.8,6.84,3299,26019,172.17.101.121,Normal
JAF3155200001KE,57-1000333-01,fc/0/3,47,581.2,415.7,6.58,3286.9,67392,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.6,415.3,6.57,3312.1,67393,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,578.2,415,6.57,3303.7,67394,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.6,414,6.57,3301.7,67396,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.6,414.2,6.57,3303.6,67397,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.8,413.5,6.58,3300.9,67398,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,578.8,413.3,6.57,3306.1,67398,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,584.9,412.1,6.58,3306.4,67399,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.6,413.7,6.58,3308.3,67400,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.7,412.3,6.57,3288.8,67401,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,575.5,413.9,6.57,3300.4,67402,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,575.7,412,6.58,3300.1,67404,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.7,411.3,6.58,3308.3,67405,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.1,411.6,6.57,3307.4,67406,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.7,411.1,6.57,3301.9,67407,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.5,413.2,6.56,3312.1,67409,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,582.7,410.9,6.57,3312.2,67410,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,577.5,411.7,6.56,3303.1,67413,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.6,411,6.57,3313.4,67415,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.5,410.8,6.58,3297.2,67417,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.1,409.9,6.58,3309.7,67417,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.5,410.2,6.58,3310.1,67418,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,577.3,408.1,6.57,3297.8,67419,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,581.5,410.3,6.57,3316,67420,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.5,409.2,6.58,3306.7,67422,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587.2,409.3,6.57,3304.3,67423,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.3,409.5,6.59,3310.9,67424,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.5,408.2,6.58,3321.6,67425,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.8,408.8,6.59,3313,67426,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.1,407.5,6.58,3324.4,67427,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.2,408.3,6.57,3299.9,67428,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585,407.2,6.57,3307.9,67429,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.5,406.9,6.58,3310.4,67430,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578,406.6,6.57,3316.8,67431,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.5,405.7,6.57,3314.2,67434,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586.7,405.2,6.57,3308.2,67435,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.4,407,6.58,3301.1,67436,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586.9,406.4,6.57,3305.6,67437,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587.2,405.8,6.57,3309.4,67439,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.3,406,6.57,3306.9,67442,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.4,404.7,6.56,3301,67443,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,581.5,406.5,6.58,3298.3,67444,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.6,406.1,6.56,3305.3,67446,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,588.2,405.1,6.56,3300.7,67448,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.4,404.9,6.57,3301.5,67449,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.1,403.1,6.57,3311.3,67450,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.1,405.9,6.57,3296.8,67452,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,576.2,404.1,6.57,3296.7,67453,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.9,403.3,6.58,3307.4,67454,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579,403.2,6.57,3302.5,67455,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586.6,404.3,6.56,3293.1,67456,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.9,403.6,6.57,3307.4,67457,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,577.4,402.8,6.58,3318.8,67458,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,581,403.5,6.56,3316.8,67459,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.1,402.2,6.57,3311.8,67460,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.1,402.6,6.56,3319.2,67462,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,581.4,404.2,6.58,3315.7,67463,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.2,402.5,6.58,3308.9,67464,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.9,401.9,6.59,3303.6,67465,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583,403,6.57,3316.3,67466,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.6,401.5,6.58,3304.5,67467,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,580.2,402,6.57,3288,67470,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,48,579,402.7,6.57,3305.4,67472,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.3,400.1,6.57,3314.2,67475,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.3,401.4,6.58,3296.1,67476,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,48,578.8,402.3,6.57,3324.8,67478,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.3,401.2,6.56,3303.9,67479,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,578.2,401.8,6.58,3295.7,67480,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.1,400,6.56,3302.1,67482,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583,400.8,6.57,3291.2,67482,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.8,399,6.57,3298.2,67488,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586,400.5,6.57,3306,67489,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,47,579.8,400.3,6.58,3304.3,67491,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.6,399.3,6.58,3305.4,67494,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,591.6,399.5,6.57,3310.1,67495,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.3,398.9,6.58,3302.7,67497,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.9,400.2,6.57,3298.5,67498,10.22.15.119,PreWarning
JAF3155200001KE,57-1000333-01,fc/0/3,48,586.1,398.2,6.58,3305.4,67500,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,584.7,399.1,6.57,3302.7,67501,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.3,399.4,6.59,3317.7,67502,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,577.9,397.5,6.58,3314.3,67503,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,585.4,398.7,6.57,3307.7,67504,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,584.6,398.1,6.57,3308.6,67505,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.8,397,6.58,3295.1,67506,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.7,396.7,6.58,3291.3,67507,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.7,397.2,6.58,3308.2,67508,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.3,397.9,6.57,3317.5,67509,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,585.3,397.6,6.57,3308.8,67510,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,582.3,398.6,6.56,3313.4,67511,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,589.9,398.5,6.57,3303.3,67514,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,589.2,396.6,6.58,3307.3,67515,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,586.7,396.1,6.57,3311.2,67518,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,587.6,394.9,6.58,3315.3,67519,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586,397.3,6.57,3307.1,67519,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,586.8,395.6,6.57,3302.1,67520,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,579.5,395.4,6.56,3302.9,67521,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,580.9,395.1,6.56,3318.5,67523,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,581.4,394.3,6.58,3319.7,67524,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,589.6,393.6,6.59,3289.8,67525,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,586.9,395.5,6.58,3318.7,67526,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,583.2,395.7,6.57,3309.1,67528,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,576.8,394,6.56,3297.4,67529,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,578.3,393.8,6.58,3310.6,67531,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,48,580,392.6,6.57,3315,67532,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,587.1,395.3,6.57,3297.8,67533,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,46,577.9,394.1,6.57,3299.4,67534,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,590.8,393.7,6.58,3305.8,67535,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,583.6,392.4,6.58,3327.9,67536,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,582.9,394.5,6.57,3311.8,67537,10.22.15.119,Warning
JAF3155200001KE,57-1000333-01,fc/0/3,47,584.1,394.8,6.57,3311.3,67538,10.22.15.119,Warning
